Range,Primes Found,Duration
737000,59302,0.100403198
738000,59380,0.099520461
739000,59450,0.099676358
740000,59531,0.101314725
741000,59598,0.101737117
742000,59672,0.101449783
743000,59745,0.101255275
744000,59812,0.10262446
745000,59876,0.101861225
746000,59943,0.101299349
747000,60019,0.101118991
748000,60090,0.104361799
749000,60166,0.101983156
750000,60238,0.102947219
751000,60306,0.102779907
752000,60391,0.101359766
753000,60464,0.104445796
754000,60535,0.102561429
755000,60618,0.103792211
756000,60688,0.10480245
757000,60754,0.103501474
758000,60822,0.107433765
759000,60901,0.104405448
760000,60978,0.10369542
761000,61055,0.10516538
762000,61135,0.105127908
763000,61203,0.104946444
764000,61282,0.106063627
765000,61354,0.104324219
766000,61436,0.105538286
767000,61514,0.106220863
768000,61582,0.105505208
769000,61659,0.106857622
770000,61733,0.105138293
771000,61810,0.107812133
772000,61885,0.107242949
773000,61955,0.10582422
774000,62031,0.110849732
775000,62103,0.11010047
776000,62170,0.108210674
777000,62240,0.107513363
778000,62316,0.109224786
779000,62397,0.108945341
780000,62468,0.109344631
781000,62538,0.109561048
782000,62620,0.110434717
783000,62688,0.107647926
784000,62763,0.109185461
785000,62838,0.109511141
786000,62915,0.109982722
787000,62985,0.109149999
788000,63058,0.111015024
789000,63138,0.109913809
790000,63206,0.111879357
791000,63284,0.11100369
792000,63355,0.110445646
793000,63437,0.111300857
794000,63508,0.112422744
795000,63581,0.112023978
796000,63660,0.11193654
797000,63737,0.1122737
798000,63809,0.11131206
799000,63880,0.112012059
800000,63951,0.112060064
801000,64036,0.111074941
802000,64102,0.117321681
803000,64172,0.112821897
804000,64241,0.113335549
805000,64319,0.11293871
806000,64398,0.112407453
807000,64466,0.115091667
808000,64536,0.113788257
809000,64605,0.113218094
810000,64683,0.113076294
811000,64761,0.11394657
812000,64833,0.114667227
813000,64902,0.113861174
814000,64974,0.115535551
815000,65052,0.114914309
816000,65121,0.11534052
817000,65196,0.115662249
818000,65271,0.116460609
819000,65333,0.114232277
820000,65416,0.116676729
821000,65491,0.116121403
822000,65563,0.115827507
823000,65647,0.121063431
824000,65725,0.115534966
825000,65796,0.117052474
826000,65877,0.11668472
827000,65955,0.117783258
828000,66024,0.117647724
829000,66093,0.117577119
830000,66161,0.118053111
831000,66237,0.117983936
832000,66316,0.118644867
833000,66398,0.118740402
834000,66466,0.120806706
835000,66533,0.118725038
836000,66606,0.119252674
837000,66677,0.124358079
838000,66741,0.118227287
839000,66821,0.119596654
840000,66890,0.119894774
841000,66960,0.119638144
842000,67029,0.119961989
843000,67112,0.120259092
844000,67180,0.121334709
845000,67258,0.12029189
846000,67328,0.121123426
847000,67397,0.125062823
848000,67474,0.121028033
849000,67549,0.121823912
850000,67617,0.123102004
851000,67687,0.1220801
852000,67764,0.125036554
853000,67838,0.122227239
854000,67904,0.122925592
855000,67975,0.124783234
856000,68048,0.122726116
857000,68126,0.123446559
858000,68202,0.125004701
859000,68271,0.122062255
860000,68342,0.124435702
861000,68419,0.123654858
862000,68493,0.123226004
863000,68576,0.124980011
864000,68636,0.124699422
865000,68716,0.125484473
866000,68796,0.126199453
867000,68864,0.126541885
868000,68942,0.125792169
869000,69022,0.125647254
870000,69095,0.126499437
871000,69174,0.125663666
872000,69232,0.126831293
873000,69308,0.125921493
874000,69373,0.126570546
875000,69448,0.12583088
876000,69528,0.127920296
877000,69603,0.126724486
878000,69670,0.127521435
879000,69748,0.127223504
880000,69823,0.126963019
881000,69903,0.129286295
882000,69972,0.128291461
883000,70044,0.128388821
884000,70117,0.128503958
885000,70186,0.128688476
886000,70263,0.128787736
887000,70339,0.130297636
888000,70410,0.129779803
889000,70487,0.129646884
890000,70555,0.130720478
891000,70623,0.129363185
892000,70703,0.130746223
893000,70772,0.129363088
894000,70844,0.130966921
895000,70918,0.132610978
896000,70998,0.131292528
897000,71062,0.131007088
898000,71137,0.133340314
899000,71213,0.130698996
900000,71274,0.132262574
901000,71348,0.132932288
902000,71421,0.131344739
903000,71491,0.133389088
904000,71554,0.13199345
905000,71635,0.13309642
906000,71705,0.133813823
907000,71785,0.133613809
908000,71865,0.133692776
909000,71944,0.136931636
910000,72026,0.133867087
911000,72088,0.13492351
912000,72169,0.133288376
913000,72240,0.134878403
914000,72294,0.135436746
915000,72367,0.134856491
916000,72437,0.14085423
917000,72509,0.138105113
918000,72588,0.135277834
919000,72663,0.136161682
920000,72734,0.136998215
921000,72806,0.136247815
922000,72878,0.136419087
923000,72950,0.137077233
924000,73031,0.137223017
925000,73107,0.137327914
926000,73187,0.137598718
927000,73261,0.137127663
928000,73324,0.137796376
929000,73394,0.138769328
930000,73474,0.13873678
931000,73543,0.137636347
932000,73612,0.13818951
933000,73688,0.138803393
934000,73756,0.140209999
935000,73837,0.139295993
936000,73905,0.139362756
937000,73976,0.140034312
938000,74047,0.139065109
939000,74119,0.140274989
940000,74187,0.140645399
941000,74261,0.141053356
942000,74340,0.139634883
943000,74412,0.140528442
944000,74488,0.142104498
945000,74561,0.140563289
946000,74627,0.149855889
947000,74699,0.142652174
948000,74765,0.141326233
949000,74832,0.141996428
950000,74907,0.142474558
951000,74983,0.141991736
952000,75053,0.141978127
953000,75131,0.143053587
954000,75196,0.143508975
955000,75269,0.143659029
956000,75345,0.143787945
957000,75403,0.145384589
958000,75472,0.142831108
959000,75549,0.143134525
960000,75618,0.144004782
961000,75686,0.144904846
962000,75774,0.145686332
963000,75845,0.145199514
964000,75919,0.144324928
965000,75993,0.145408015
966000,76063,0.169504515
967000,76136,0.144972141
968000,76202,0.145017756
969000,76277,0.145176759
970000,76350,0.14718508
971000,76426,0.147103956
972000,76504,0.147263767
973000,76578,0.148947972
974000,76641,0.147776248
975000,76726,0.149079611
976000,76796,0.148900288
977000,76862,0.148452768
978000,76922,0.15035787
979000,77002,0.147887921
980000,77067,0.148352968
981000,77134,0.149187872
982000,77209,0.149555165
983000,77279,0.151008273
984000,77349,0.149973683
985000,77419,0.152840272
986000,77495,0.150717128
987000,77571,0.150432012
988000,77634,0.154194886
989000,77705,0.1521348
990000,77777,0.151453922
991000,77848,0.150648558
992000,77927,0.151687908
993000,77992,0.150931195
994000,78060,0.152797865
995000,78138,0.168082975
996000,78207,0.154060197
997000,78276,0.154542084
998000,78359,0.156434619
999000,78433,0.152947727
1000000,78498,0.154938459
